ORDEN;Horas;Importe
OS-1;0.01;100312
OS-2;0.02;432392
OS-3;0.03;45096
OS-4;0.04;4130924
OS-5;0.05;16841
OS-6;0.06;475925
OS-7;0.06;59990
OS-8;0.07;159990
OS-9;0.08;2644470
OS-10;0.09;78000
OS-11;0.09;75793
OS-12;0.1;120000
OS-13;0.1;11980
OS-14;0.1;106584
OS-15;0.1;6545
OS-16;0.1;99458
OS-17;0.1;182864
OS-18;0.1;208797
OS-19;0.1;426201
OS-20;0.1;68989
OS-21;0.1;150272
OS-22;0.1;68099
OS-23;0.1;182864
OS-24;0.1;100396
OS-25;0.1;28496
OS-26;0.1;116884
OS-27;0.1;108916
OS-28;0.1;22111
OS-29;0.1;9470
OS-30;0.1;59990
OS-31;0.1;137744
OS-32;0.1;68099
OS-33;0.1;105779
OS-34;0.1;15728
OS-35;0.1;59990
OS-36;0.1;17380
OS-37;0.11;79989
OS-38;0.13;553683
OS-39;0.13;81989
OS-40;0.13;199000
OS-41;0.14;69990
OS-42;0.14;59990
OS-43;0.15;74435
OS-44;0.15;74436
OS-45;0.15;163836
OS-46;0.15;71989
OS-47;0.15;9639
OS-48;0.15;128226
OS-49;0.15;177142
OS-50;0.15;14604
OS-51;0.16;59749
OS-52;0.17;86418
OS-53;0.17;74437
OS-54;0.17;125505
OS-55;0.17;59990
OS-56;0.17;73989
OS-57;0.17;59990
OS-58;0.18;401938
OS-59;0.18;126147
OS-60;0.18;74490
OS-61;0.18;74490
OS-62;0.18;67041
OS-63;0.18;74490
OS-64;0.18;74490
OS-65;0.18;74490
OS-66;0.18;74436
OS-67;0.19;99808
OS-68;0.2;157832
OS-69;0.2;189690
OS-70;0.2;87003
OS-71;0.2;200119
OS-72;0.2;81258
OS-73;0.2;463297
OS-74;0.2;93058
OS-75;0.2;105659
OS-76;0.2;158866
OS-77;0.2;159750
OS-78;0.2;84126
OS-79;0.2;74436
OS-80;0.2;102480
OS-81;0.2;69253
OS-82;0.2;139593
OS-83;0.2;14061
OS-84;0.2;49991
OS-85;0.2;88001
OS-86;0.2;45024
OS-87;0.2;148307
OS-88;0.2;206000
OS-89;0.22;69990
OS-90;0.22;69990
OS-91;0.23;27100
OS-92;0.23;15000
OS-93;0.23;78619
OS-94;0.24;469999
OS-95;0.25;2334734
OS-96;0.25;164116
OS-97;0.25;65082
OS-98;0.25;69990
OS-99;0.25;96278
OS-100;0.25;802735
OS-101;0.25;69990
OS-102;0.25;68901
OS-103;0.25;14816
OS-104;0.26;184989
OS-105;0.27;272861
OS-106;0.27;93307
OS-107;0.28;109991
OS-108;0.29;114013
OS-109;0.3;68742
OS-110;0.3;206000
OS-111;0.3;80138
OS-112;0.3;99990
OS-113;0.3;99822
OS-114;0.3;99782
OS-115;0.3;196235
OS-116;0.3;19635
OS-117;0.3;96999
OS-118;0.3;86999
OS-119;0.3;74436
OS-120;0.3;77791
OS-121;0.3;86550
OS-122;0.3;80484
OS-123;0.3;75440
OS-124;0.3;74436
OS-125;0.3;74436
OS-126;0.3;94306
OS-127;0.3;74436
OS-128;0.3;84000
OS-129;0.3;84000
OS-130;0.3;86001
OS-131;0.3;94993
OS-132;0.3;59990
OS-133;0.3;88753
OS-134;0.3;111842
OS-135;0.3;191639
OS-136;0.3;75001
OS-137;0.3;125000
OS-138;0.3;87170
OS-139;0.3;109086
OS-140;0.3;96999
OS-141;0.3;96991
OS-142;0.3;135703
OS-143;0.3;147669
OS-144;0.3;92000
OS-145;0.3;78306
OS-146;0.3;101149
OS-147;0.3;90772
OS-148;0.3;60001
OS-149;0.3;143728
OS-150;0.3;49199
OS-151;0.3;100857
OS-152;0.3;97663
OS-153;0.3;69990
OS-154;0.3;94772
OS-155;0.3;82202
OS-156;0.3;94306
OS-157;0.3;82202
OS-158;0.3;195355
OS-159;0.3;88753
OS-160;0.3;59990
OS-161;0.3;73989
OS-162;0.3;73991
OS-163;0.3;86091
OS-164;0.3;92091
OS-165;0.3;69991
OS-166;0.3;17779
OS-167;0.3;69990
OS-168;0.3;82202
OS-169;0.3;86000
OS-170;0.3;114655
OS-171;0.3;94581
OS-172;0.3;86091
OS-173;0.3;145478
OS-174;0.3;50010
OS-175;0.3;72090
OS-176;0.3;59990
OS-177;0.3;19635
OS-178;0.3;73991
OS-179;0.3;59990
OS-180;0.3;78000
OS-181;0.3;183696
OS-182;0.31;19999
OS-183;0.33;90680
OS-184;0.33;91105
OS-185;0.33;62990
OS-186;0.33;90680
OS-187;0.33;147191
OS-188;0.33;109034
OS-189;0.33;77079
OS-190;0.33;90680
OS-191;0.33;90680
OS-192;0.33;69990
OS-193;0.33;93991
OS-194;0.33;103660
OS-195;0.34;106991
OS-196;0.34;91105
OS-197;0.34;91104
OS-198;0.35;20242
OS-199;0.35;106162
OS-200;0.35;59990
OS-201;0.35;99000
OS-202;0.37;74435
OS-203;0.38;99000
OS-204;0.38;111100
OS-205;0.38;222726
OS-206;0.38;24419
OS-207;0.39;85472
OS-208;0.39;167990
OS-209;0.39;96999
OS-210;0.39;85991
OS-211;0.4;198192
OS-212;0.4;188342
OS-213;0.4;159990
OS-214;0.4;144825
OS-215;0.4;99000
OS-216;0.4;99990
OS-217;0.4;99990
OS-218;0.4;99000
OS-219;0.4;288881
OS-220;0.4;1012954
OS-221;0.4;99990
OS-222;0.4;113302
OS-223;0.4;189186
OS-224;0.4;99991
OS-225;0.4;146406
OS-226;0.4;99001
OS-227;0.4;63326
OS-228;0.4;96555
OS-229;0.4;98596
OS-230;0.4;159990
OS-231;0.4;95179
OS-232;0.4;100732
OS-233;0.4;133651
OS-234;0.4;75971
OS-235;0.4;95179
OS-236;0.4;90999
OS-237;0.4;80902
OS-238;0.4;107283
OS-239;0.41;435779
OS-240;0.41;86789
OS-241;0.41;159990
OS-242;0.41;88560
OS-243;0.42;167990
OS-244;0.42;891917
OS-245;0.43;119927
OS-246;0.43;229990
OS-247;0.45;98392
OS-248;0.45;98283
OS-249;0.45;99901
OS-250;0.45;27000
OS-251;0.45;121106
OS-252;0.45;85974
OS-253;0.46;159990
OS-254;0.46;484492
OS-255;0.46;512991
OS-256;0.46;484489
OS-257;0.47;129990
OS-258;0.48;209000
OS-259;0.48;233986
OS-260;0.5;32725
OS-261;0.5;32725
OS-262;0.5;32725
OS-263;0.5;26668
OS-264;0.5;29631
OS-265;0.5;26668
OS-266;0.5;108000
OS-267;0.5;95611
OS-268;0.5;99000
OS-269;0.5;99106
OS-270;0.5;29631
OS-271;0.5;32725
OS-272;0.5;32725
OS-273;0.5;23705
OS-274;0.5;408911
OS-275;0.5;222769
OS-276;0.5;32725
OS-277;0.5;221883
OS-278;0.5;29631
OS-279;0.5;120000
OS-280;0.5;117029
OS-281;0.5;94492
OS-282;0.5;29631
OS-283;0.5;452765
OS-284;0.5;167990
OS-285;0.5;106889
OS-286;0.5;69807
OS-287;0.5;29631
OS-288;0.5;32725
OS-289;0.5;92555
OS-290;0.5;86226
OS-291;0.5;32725
OS-292;0.5;123622
OS-293;0.5;183869
OS-294;0.5;105655
OS-295;0.5;175068
OS-296;0.5;204673
OS-297;0.5;32725
OS-298;0.5;32725
OS-299;0.5;126265
OS-300;0.5;32130
OS-301;0.5;68803
OS-302;0.5;118050
OS-303;0.5;143061
OS-304;0.5;99106
OS-305;0.5;68803
OS-306;0.5;32725
OS-307;0.5;63779
OS-308;0.5;32725
OS-309;0.5;29631
OS-310;0.5;1351850
OS-311;0.5;80471
OS-312;0.5;89977
OS-313;0.5;178319
OS-314;0.5;32725
OS-315;0.5;174934
OS-316;0.5;94709
OS-317;0.5;569990
OS-318;0.5;122514
OS-319;0.5;178501
OS-320;0.5;32725
OS-321;0.5;915064
OS-322;0.5;125195
OS-323;0.5;32725
OS-324;0.5;32725
OS-325;0.5;32725
OS-326;0.5;32725
OS-327;0.5;32725
OS-328;0.5;32725
OS-329;0.5;32725
OS-330;0.5;172314
OS-331;0.5;32725
OS-332;0.5;32725
OS-333;0.5;32725
OS-334;0.5;230509
OS-335;0.5;83264
OS-336;0.5;123051
OS-337;0.5;165925
OS-338;0.5;32725
OS-339;0.5;32725
OS-340;0.5;29631
OS-341;0.5;156195
OS-342;0.5;103529
OS-343;0.5;127766
OS-344;0.5;105081
OS-345;0.5;172812
OS-346;0.5;32130
OS-347;0.5;204999
OS-348;0.5;32725
OS-349;0.5;106196
OS-350;0.5;32725
OS-351;0.5;136000
OS-352;0.5;93394
OS-353;0.5;76055
OS-354;0.5;351030
OS-355;0.5;28917
OS-356;0.5;32725
OS-357;0.5;69120
OS-358;0.5;362426
OS-359;0.5;29631
OS-360;0.5;75188
OS-361;0.5;71289
OS-362;0.5;104989
OS-363;0.5;32725
OS-364;0.5;2021305
OS-365;0.5;127539
OS-366;0.5;43609
OS-367;0.5;234977
OS-368;0.5;228398
OS-369;0.5;32725
OS-370;0.5;66819
OS-371;0.5;46154
OS-372;0.5;32725
OS-373;0.5;32725
OS-374;0.5;29631
OS-375;0.5;55752
OS-376;0.5;32130
OS-377;0.5;193809
OS-378;0.5;134862
OS-379;0.5;65097
OS-380;0.5;110177
OS-381;0.5;116900
OS-382;0.5;74514
OS-383;0.5;115403
OS-384;0.5;85001
OS-385;0.5;29631
OS-386;0.5;32130
OS-387;0.5;32725
OS-388;0.5;28917
OS-389;0.5;106197
OS-390;0.5;59990
OS-391;0.5;32130
OS-392;0.5;32130
OS-393;0.51;383637
OS-394;0.51;99990
OS-395;0.51;179990
OS-396;0.52;524600
OS-397;0.52;145761
OS-398;0.53;155000
OS-399;0.54;271363
OS-400;0.55;5214822
OS-401;0.55;167990
OS-402;0.56;155000
OS-403;0.57;167990
OS-404;0.58;139990
OS-405;0.59;159990
OS-406;0.59;383499
OS-407;0.6;242765
OS-408;0.6;199000
OS-409;0.6;178492
OS-410;0.6;178492
OS-411;0.6;90751
OS-412;0.6;167990
OS-413;0.6;84150
OS-414;0.6;219989
OS-415;0.6;150000
OS-416;0.6;167990
OS-417;0.6;219989
OS-418;0.6;148717
OS-419;0.6;199000
OS-420;0.6;199990
OS-421;0.6;83369
OS-422;0.61;277934
OS-423;0.62;164690
OS-424;0.62;199990
OS-425;0.62;198999
OS-426;0.62;129853
OS-427;0.63;185495
OS-428;0.63;167990
OS-429;0.63;220000
OS-430;0.63;29990
OS-431;0.64;484492
OS-432;0.64;210819
OS-433;0.65;637940
OS-434;0.65;167990
OS-435;0.65;249000
OS-436;0.65;167995
OS-437;0.66;167990
OS-438;0.66;199000
OS-439;0.66;205530
OS-440;0.66;299989
OS-441;0.66;149834
OS-442;0.67;435917
OS-443;0.67;326090
OS-444;0.68;155000
OS-445;0.69;167995
OS-446;0.69;218880
OS-447;0.7;92979
OS-448;0.7;192483
OS-449;0.7;204390
OS-450;0.7;242766
OS-451;0.7;210149
OS-452;0.7;193194
OS-453;0.7;159990
OS-454;0.7;243677
OS-455;0.7;37335
OS-456;0.7;242658
OS-457;0.7;167990
OS-458;0.7;218489
OS-459;0.7;224609
OS-460;0.7;130141
OS-461;0.7;381922
OS-462;0.7;167990
OS-463;0.7;199990
OS-464;0.7;242766
OS-465;0.7;265249
OS-466;0.7;125900
OS-467;0.7;310559
OS-468;0.7;184450
OS-469;0.7;170992
OS-470;0.7;243761
OS-471;0.7;213966
OS-472;0.7;293158
OS-473;0.7;134562
OS-474;0.7;193195
OS-475;0.7;274108
OS-476;0.7;233620
OS-477;0.7;45815
OS-478;0.7;475881
OS-479;0.7;189818
OS-480;0.7;250619
OS-481;0.7;242766
OS-482;0.7;232703
OS-483;0.7;72584
OS-484;0.7;274896
OS-485;0.7;155072
OS-486;0.7;198999
OS-487;0.7;180841
OS-488;0.7;307486
OS-489;0.7;167990
OS-490;0.7;270610
OS-491;0.72;113389
OS-492;0.72;569990
OS-493;0.72;159990
OS-494;0.72;99000
OS-495;0.72;219989
OS-496;0.72;185495
OS-497;0.72;185495
OS-498;0.72;185495
OS-499;0.72;191322
OS-500;0.72;145512
OS-501;0.73;374990
OS-502;0.73;265491
OS-503;0.73;157989
OS-504;0.73;185495
OS-505;0.73;176899
OS-506;0.75;159988
OS-507;0.75;185494
OS-508;0.76;265490
OS-509;0.76;509991
OS-510;0.77;2673726
OS-511;0.77;186999
OS-512;0.78;227204
OS-513;0.78;195009
OS-514;0.78;222448
OS-515;0.8;185495
OS-516;0.8;167990
OS-517;0.8;219991
OS-518;0.8;666562
OS-519;0.8;155504
OS-520;0.8;582862
OS-521;0.8;248370
OS-522;0.8;181062
OS-523;0.8;186992
OS-524;0.8;229990
OS-525;0.8;371073
OS-526;0.8;436164
OS-527;0.8;43697
OS-528;0.8;99000
OS-529;0.8;155465
OS-530;0.8;279600
OS-531;0.8;300000
OS-532;0.8;219977
OS-533;0.8;167990
OS-534;0.8;61305
OS-535;0.8;257276
OS-536;0.8;250741
OS-537;0.8;376082
OS-538;0.8;88550
OS-539;0.8;279600
OS-540;0.8;205000
OS-541;0.8;272458
OS-542;0.8;229989
OS-543;0.8;149998
OS-544;0.8;172922
OS-545;0.8;192261
OS-546;0.8;51408
OS-547;0.8;245474
OS-548;0.8;178492
OS-549;0.8;167990
OS-550;0.8;279600
OS-551;0.8;55185
OS-552;0.81;231144
OS-553;0.81;245864
OS-554;0.81;250740
OS-555;0.81;265491
OS-556;0.82;294990
OS-557;0.82;1594684
OS-558;0.82;187000
OS-559;0.82;52693
OS-560;0.83;279600
OS-561;0.83;279599
OS-562;0.83;279600
OS-563;0.83;279599
OS-564;0.83;279600
OS-565;0.83;279600
OS-566;0.83;279599
OS-567;0.83;279599
OS-568;0.84;307797
OS-569;0.84;185495
OS-570;0.84;219989
OS-571;0.84;187000
OS-572;0.84;199000
OS-573;0.85;113311
OS-574;0.85;273668
OS-575;0.86;333571
OS-576;0.87;140000
OS-577;0.87;219989
OS-578;0.87;197748
OS-579;0.87;193354
OS-580;0.87;207015
OS-581;0.87;234999
OS-582;0.88;264015
OS-583;0.88;189989
OS-584;0.88;300000
OS-585;0.89;183999
OS-586;0.9;237992
OS-587;0.9;299600
OS-588;0.9;310490
OS-589;0.9;605969
OS-590;0.9;76603
OS-591;0.9;569990
OS-592;0.9;108185
OS-593;0.9;279600
OS-594;0.9;279600
OS-595;0.9;205000
OS-596;0.9;218883
OS-597;0.9;279600
OS-598;0.9;167990
OS-599;0.9;167995
OS-600;0.9;279600
OS-601;0.9;167995
OS-602;0.9;333740
OS-603;0.9;178492
OS-604;0.9;185495
OS-605;0.9;167990
OS-606;0.9;140000
OS-607;0.9;167990
OS-608;0.9;69939
OS-609;0.9;229990
OS-610;0.91;344591
OS-611;0.91;639980
OS-612;0.91;206000
OS-613;0.92;334511
OS-614;0.93;329649
OS-615;0.93;481868
OS-616;0.94;110000
OS-617;0.94;219989
OS-618;0.94;140000
OS-619;0.94;178490
OS-620;0.95;344989
OS-621;0.95;261118
OS-622;0.96;297490
OS-623;0.98;198999
OS-624;0.98;206000
OS-625;0.99;108042
OS-626;0.99;194250
OS-627;0.99;288617
OS-628;0.99;133092
OS-629;0.99;63617
OS-630;0.99;197936
OS-631;1;752899
OS-632;1;711606
OS-633;1;2073001
OS-634;1;1994758
OS-635;1;274996
OS-636;1;66640
OS-637;1;59262
OS-638;1;5732745
OS-639;1;306404
OS-640;1;64260
OS-641;1;340930
OS-642;1;64260
OS-643;1;64260
OS-644;1;430869
OS-645;1;57834
OS-646;1;61488
OS-647;1;230148
OS-648;1;64260
OS-649;1;59262
OS-650;1;102674
OS-651;1;64260
OS-652;1;53336
OS-653;1;294576
OS-654;1;167990
OS-655;1;59262
OS-656;1;64260
OS-657;1;211593
OS-658;1;456909
OS-659;1;160900
OS-660;1;59262
OS-661;1;53336
OS-662;1;1436912
OS-663;1;457221
OS-664;1;209000
OS-665;1;290905
OS-666;1;149000
OS-667;1;1921826
OS-668;1;196968
OS-669;1;64260
OS-670;1;118524
OS-671;1;154958
OS-672;1;65450
OS-673;1;656394
OS-674;1;59262
OS-675;1;78031
OS-676;1;206350
OS-677;1;242050
OS-678;1;94273
OS-679;1;194911
OS-680;1;193906
OS-681;1;1612014
OS-682;1;217111
OS-683;1;609134
OS-684;1;230935
OS-685;1;149990
OS-686;1;294576
OS-687;1;107517
OS-688;1;59262
OS-689;1;54621
OS-690;1;273944
OS-691;1;57834
OS-692;1;157990
OS-693;1;65450
OS-694;1;204999
OS-695;1;404293
OS-696;1;65450
OS-697;1;877714
OS-698;1;424830
OS-699;1;904747
OS-700;1;191435
OS-701;1;1005758
OS-702;1;219989
OS-703;1;159590
OS-704;1;174990
OS-705;1;209103
OS-706;1;53336
OS-707;1;59262
OS-708;1;157989
OS-709;1;188403
OS-710;1;264000
OS-711;1;182889
OS-712;1;65450
OS-713;1;255494
OS-714;1;1340741
OS-715;1;140000
OS-716;1;140000
OS-717;1;424790
OS-718;1;204999
OS-719;1;195901
OS-720;1;209000
OS-721;1;148353
OS-722;1;142198
OS-723;1;265491
OS-724;1;64260
OS-725;1;420945
OS-726;1;59262
OS-727;1;64260
OS-728;1;337361
OS-729;1;220000
OS-730;1;64260
OS-731;1;54621
OS-732;1;67868
OS-733;1;738766
OS-734;1;219999
OS-735;1;156710
OS-736;1;220000
OS-737;1;59262
OS-738;1;416719
OS-739;1;162542
OS-740;1;119000
OS-741;1;64260
OS-742;1;110450
OS-743;1;113000
OS-744;1;197005
OS-745;1;218880
OS-746;1;65450
OS-747;1;94117
OS-748;1;64260
OS-749;1;210261
OS-750;1;472316
OS-751;1;650604
OS-752;1;157990
OS-753;1;7521475
OS-754;1;246115
OS-755;1;133334
OS-756;1;635755
OS-757;1;307797
OS-758;1;144675
OS-759;1;149062
OS-760;1;64260
OS-761;1;98000
OS-762;1;114731
OS-763;1;59262
OS-764;1;146400
OS-765;1;65450
OS-766;1;176896
OS-767;1;167089
OS-768;1;149000
OS-769;1;214145
OS-770;1;113574
OS-771;1;206148
OS-772;1;162818
OS-773;1;180756
OS-774;1;243322
OS-775;1;59262
OS-776;1;143600
OS-777;1;64260
OS-778;1;215134
OS-779;1;159990
OS-780;1;65450
OS-781;1;209990
OS-782;1;112945
OS-783;1;65450
OS-784;1;54000
OS-785;1;59262
OS-786;1;137471
OS-787;1;63275
OS-788;1;200519
OS-789;1;263234
OS-790;1;149990
OS-791;1;167989
OS-792;1;295000
OS-793;1;132465
OS-794;1;64260
OS-795;1;118810
OS-796;1;64260
OS-797;1;167096
OS-798;1;142595
OS-799;1;65450
OS-800;1;65450
OS-801;1;50373
OS-802;1;139754
OS-803;1;504149
OS-804;1;134046
OS-805;1;5444370
OS-806;1;68544
OS-807;1;64260
OS-808;1;71569
OS-809;1;172864
OS-810;1;146884
OS-811;1;139379
OS-812;1;59262
OS-813;1;76275
OS-814;1;294576
OS-815;1;153408
OS-816;1;87808
OS-817;1;64260
OS-818;1;178776
OS-819;1;59262
OS-820;1;242050
OS-821;1;64260
OS-822;1;113953
OS-823;1;94737
OS-824;1;1108697
OS-825;1;219989
OS-826;1;129424
OS-827;1;65450
OS-828;1;59262
OS-829;1;65450
OS-830;1;159090
OS-831;1;59262
OS-832;1;305286
OS-833;1;271503
OS-834;1;125814
OS-835;1;47410
OS-836;1;189350
OS-837;1;65450
OS-838;1;104193
OS-839;1;318492
OS-840;1;167989
OS-841;1;159222
OS-842;1;64260
OS-843;1;166992
OS-844;1;67415
OS-845;1;47168
OS-846;1;59262
OS-847;1;69203
OS-848;1;59262
OS-849;1;125056
OS-850;1;86252
OS-851;1;185495
OS-852;1;64260
OS-853;1;178492
OS-854;1;178335
OS-855;1;185495
OS-856;1;227309
OS-857;1;59262
OS-858;1;167990
OS-859;1;64260
OS-860;1;155000
OS-861;1;159990
OS-862;1;151130
OS-863;1;220000
OS-864;1;245000
OS-865;1;119000
OS-866;1;120259
OS-867;1;65450
OS-868;1;245000
OS-869;1;59262
OS-870;1;157867
OS-871;1;47410
OS-872;1;65450
OS-873;1;64260
OS-874;1;115679
OS-875;1;57834
OS-876;1;495744
OS-877;1;54621
OS-878;1;65450
OS-879;1;64260
OS-880;1;213089
OS-881;1.01;484489
OS-882;1.01;140000
OS-883;1.02;220000
OS-884;1.03;149000
OS-885;1.03;196177
OS-886;1.03;209000
OS-887;1.04;265494
OS-888;1.05;149000
OS-889;1.05;186999
OS-890;1.05;186999
OS-891;1.05;199990
OS-892;1.05;157988
OS-893;1.06;453390
OS-894;1.06;167990
OS-895;1.07;159988
OS-896;1.07;159090
OS-897;1.07;140000
OS-898;1.07;254508
OS-899;1.07;271999
OS-900;1.07;229870
OS-901;1.08;209000
OS-902;1.08;382750
OS-903;1.08;1430624
OS-904;1.08;259000
OS-905;1.08;162753
OS-906;1.09;219989
OS-907;1.09;320497
OS-908;1.09;159090
OS-909;1.09;209000
OS-910;1.09;484491
OS-911;1.09;168999
OS-912;1.1;140000
OS-913;1.1;157989
OS-914;1.1;157989
OS-915;1.1;168999
OS-916;1.1;233991
OS-917;1.1;155000
OS-918;1.1;519980
OS-919;1.1;487137
OS-920;1.1;247245
OS-921;1.1;202307
OS-922;1.1;5525896
OS-923;1.1;140000
OS-924;1.1;270000
OS-925;1.1;235000
OS-926;1.1;366662
OS-927;1.1;270000
OS-928;1.1;174990
OS-929;1.1;207021
OS-930;1.1;209000
OS-931;1.1;237762
OS-932;1.1;81252
OS-933;1.11;229989
OS-934;1.11;233622
OS-935;1.11;599727
OS-936;1.11;350992
OS-937;1.12;257708
OS-938;1.12;229990
OS-939;1.12;337491
OS-940;1.12;185495
OS-941;1.12;155000
OS-942;1.12;830109
OS-943;1.13;731049
OS-944;1.14;595969
OS-945;1.14;166341
OS-946;1.14;229989
OS-947;1.14;520226
OS-948;1.14;217696
OS-949;1.14;186999
OS-950;1.15;198555
OS-951;1.15;421122
OS-952;1.15;317449
OS-953;1.15;271999
OS-954;1.15;219989
OS-955;1.15;169990
OS-956;1.16;380649
OS-957;1.16;191103
OS-958;1.16;149990
OS-959;1.16;159089
OS-960;1.16;140990
OS-961;1.16;234080
OS-962;1.16;218369
OS-963;1.16;149990
OS-964;1.16;209599
OS-965;1.16;149990
OS-966;1.17;139999
OS-967;1.17;2858321
OS-968;1.17;1338642
OS-969;1.17;205174
OS-970;1.17;159990
OS-971;1.17;219989
OS-972;1.18;229870
OS-973;1.18;157990
OS-974;1.18;157990
OS-975;1.18;219999
OS-976;1.18;140000
OS-977;1.18;139999
OS-978;1.18;157990
OS-979;1.19;167990
OS-980;1.19;229990
OS-981;1.19;140000
OS-982;1.19;230000
OS-983;1.19;140000
OS-984;1.19;219989
OS-985;1.2;229990
OS-986;1.2;157990
OS-987;1.2;157990
OS-988;1.2;388041
OS-989;1.2;563281
OS-990;1.2;199989
OS-991;1.2;64001
OS-992;1.2;167990
OS-993;1.2;159090
OS-994;1.2;149989
OS-995;1.2;219989
OS-996;1.2;169000
OS-997;1.2;1639251
OS-998;1.2;185495
OS-999;1.2;209000
OS-1000;1.2;488788
OS-1001;1.2;77112
OS-1002;1.2;150000
OS-1003;1.2;178492
OS-1004;1.2;295000
OS-1005;1.2;246619
OS-1006;1.2;174990
OS-1007;1.2;259904
OS-1008;1.2;140000
OS-1009;1.2;77112
OS-1010;1.2;209006
OS-1011;1.2;199990
OS-1012;1.2;185495
OS-1013;1.2;178492
OS-1014;1.2;174990
OS-1015;1.2;157990
OS-1016;1.2;167473
OS-1017;1.2;140000
OS-1018;1.2;229990
OS-1019;1.2;117000
OS-1020;1.21;159090
OS-1021;1.21;234999
OS-1022;1.21;157989
OS-1023;1.21;229990
OS-1024;1.22;250741
OS-1025;1.22;254990
OS-1026;1.22;157990
OS-1027;1.22;168999
OS-1028;1.22;157990
OS-1029;1.22;194173
OS-1030;1.23;159089
OS-1031;1.23;278956
OS-1032;1.23;311221
OS-1033;1.23;157989
OS-1034;1.23;157989
OS-1035;1.23;219989
OS-1036;1.24;157990
OS-1037;1.24;169000
OS-1038;1.24;249990
OS-1039;1.24;495202
OS-1040;1.24;219989
OS-1041;1.24;219989
OS-1042;1.24;274999
OS-1043;1.24;169989
OS-1044;1.24;219989
OS-1045;1.24;219989
OS-1046;1.24;178492
OS-1047;1.24;149990
OS-1048;1.25;140000
OS-1049;1.25;448325
OS-1050;1.25;219889
OS-1051;1.25;209599
OS-1052;1.25;197773
OS-1053;1.25;235000
OS-1054;1.25;286000
OS-1055;1.25;450880
OS-1056;1.26;259990
OS-1057;1.26;219991
OS-1058;1.26;235562
OS-1059;1.26;159090
OS-1060;1.26;277658
OS-1061;1.26;219991
OS-1062;1.26;167989
OS-1063;1.26;157990
OS-1064;1.26;615582
OS-1065;1.26;213999
OS-1066;1.26;229989
OS-1067;1.27;882766
OS-1068;1.27;136850
OS-1069;1.27;157989
OS-1070;1.27;244990
OS-1071;1.27;219904
OS-1072;1.27;219989
OS-1073;1.27;331492
OS-1074;1.27;452369
OS-1075;1.27;219989
OS-1076;1.27;197401
OS-1077;1.27;205333
OS-1078;1.27;206521
OS-1079;1.28;245001
OS-1080;1.28;221692
OS-1081;1.28;245001
OS-1082;1.29;157990
OS-1083;1.29;569990
OS-1084;1.29;569990
OS-1085;1.29;278333
OS-1086;1.29;527000
OS-1087;1.29;157989
OS-1088;1.29;215901
OS-1089;1.29;235000
OS-1090;1.29;265490
OS-1091;1.29;220995
OS-1092;1.29;384930
OS-1093;1.3;205000
OS-1094;1.3;206000
OS-1095;1.3;81441
OS-1096;1.3;307523
OS-1097;1.3;229990
OS-1098;1.3;140000
OS-1099;1.3;140000
OS-1100;1.3;229870
OS-1101;1.3;1039729
OS-1102;1.3;178492
OS-1103;1.3;159990
OS-1104;1.3;312051
OS-1105;1.3;140000
OS-1106;1.3;281558
OS-1107;1.3;209000
OS-1108;1.3;209000
OS-1109;1.3;388649
OS-1110;1.3;159090
OS-1111;1.3;199990
OS-1112;1.3;294232
OS-1113;1.3;203837
OS-1114;1.3;219991
OS-1115;1.3;237773
OS-1116;1.3;227592
OS-1117;1.3;234000
OS-1118;1.3;219989
OS-1119;1.3;167990
OS-1120;1.3;210707
OS-1121;1.3;250064
OS-1122;1.3;229870
OS-1123;1.3;219989
OS-1124;1.3;167940
OS-1125;1.3;219991
OS-1126;1.3;270000
OS-1127;1.3;240460
OS-1128;1.3;163992
OS-1129;1.3;199000
OS-1130;1.3;174990
OS-1131;1.31;209000
OS-1132;1.31;157990
OS-1133;1.31;245403
OS-1134;1.31;196410
OS-1135;1.31;209599
OS-1136;1.31;209599
OS-1137;1.31;209599
OS-1138;1.31;219989
OS-1139;1.31;235000
OS-1140;1.31;209599
OS-1141;1.31;174990
OS-1142;1.32;189989
OS-1143;1.32;309989
OS-1144;1.32;282498
OS-1145;1.32;157990
OS-1146;1.32;150000
OS-1147;1.32;157989
OS-1148;1.32;512990
OS-1149;1.32;149989
OS-1150;1.32;224200
OS-1151;1.32;174990
OS-1152;1.32;199989
OS-1153;1.33;307890
OS-1154;1.33;253422
OS-1155;1.33;247244
OS-1156;1.33;157990
OS-1157;1.33;219989
OS-1158;1.33;178492
OS-1159;1.33;236329
OS-1160;1.33;236329
OS-1161;1.33;212392
OS-1162;1.34;179990
OS-1163;1.34;157990
OS-1164;1.34;157990
OS-1165;1.34;229990
OS-1166;1.34;197991
OS-1167;1.34;219989
OS-1168;1.34;467965
OS-1169;1.34;199989
OS-1170;1.35;174990
OS-1171;1.35;311156
OS-1172;1.35;149990
OS-1173;1.35;430319
OS-1174;1.35;468883
OS-1175;1.35;174990
OS-1176;1.35;209601
OS-1177;1.35;229989
OS-1178;1.35;149990
OS-1179;1.36;239990
OS-1180;1.36;174990
OS-1181;1.36;174990
OS-1182;1.36;240000
OS-1183;1.36;174990
OS-1184;1.36;229990
OS-1185;1.36;229989
OS-1186;1.36;395990
OS-1187;1.36;517908
OS-1188;1.37;204799
OS-1189;1.37;219989
