ORDEN;Horas;Importe
OS-6787;3.5;479250
OS-6788;3.5;399926
OS-6789;3.5;400713
OS-6790;3.5;353373
OS-6791;3.5;438428
OS-6792;3.5;429213
OS-6793;3.5;402615
OS-6794;3.51;512991
OS-6795;3.52;360051
OS-6796;3.52;225240
OS-6797;3.52;321180
OS-6798;3.52;235527
OS-6799;3.53;379990
OS-6800;3.53;288369
OS-6801;3.53;239290
OS-6802;3.53;373257
OS-6803;3.54;478285
OS-6804;3.54;527796
OS-6805;3.54;484989
OS-6806;3.54;433330
OS-6807;3.54;377044
OS-6808;3.55;536306
OS-6809;3.55;344980
OS-6810;3.55;550232
OS-6811;3.55;361390
OS-6812;3.55;285496
OS-6813;3.55;273397
OS-6814;3.55;246056
OS-6815;3.55;273397
OS-6816;3.55;259946
OS-6817;3.55;273397
OS-6818;3.55;546794
OS-6819;3.55;228397
OS-6820;3.55;273397
OS-6821;3.55;246056
OS-6822;3.55;264119
OS-6823;3.55;289000
OS-6824;3.55;273397
OS-6825;3.55;246056
OS-6826;3.55;273397
OS-6827;3.56;525890
OS-6828;3.56;344991
OS-6829;3.56;514768
OS-6830;3.57;279495
OS-6831;3.58;340182
OS-6832;3.58;893099
OS-6833;3.58;655546
OS-6834;3.58;585037
OS-6835;3.58;655546
OS-6836;3.59;294990
OS-6837;3.59;350989
OS-6838;3.59;393885
OS-6839;3.59;268878
OS-6840;3.6;674889
OS-6841;3.6;298049
OS-6842;3.6;779872
OS-6843;3.6;980286
OS-6844;3.6;456231
OS-6845;3.6;419513
OS-6846;3.6;342420
OS-6847;3.6;250946
OS-6848;3.6;393387
OS-6849;3.6;525409
OS-6850;3.6;525409
OS-6851;3.6;456012
OS-6852;3.6;479998
OS-6853;3.6;408853
OS-6854;3.6;418936
OS-6855;3.6;447007
OS-6856;3.6;467693
OS-6857;3.6;412769
OS-6858;3.6;434705
OS-6859;3.6;427001
OS-6860;3.6;271940
OS-6861;3.61;484989
OS-6862;3.62;535280
OS-6863;3.63;484989
OS-6864;3.64;367831
OS-6865;3.64;337491
OS-6866;3.64;411821
OS-6867;3.65;273825
OS-6868;3.65;497188
OS-6869;3.66;304101
OS-6870;3.66;324989
OS-6871;3.66;373257
OS-6872;3.66;335931
OS-6873;3.66;631000
OS-6874;3.66;631000
OS-6875;3.67;632890
OS-6876;3.67;641434
OS-6877;3.68;2164121
OS-6878;3.68;508706
OS-6879;3.68;482496
OS-6880;3.68;297669
OS-6881;3.68;623389
OS-6882;3.68;598000
OS-6883;3.69;372024
OS-6884;3.69;336402
OS-6885;3.69;730450
OS-6886;3.7;269990
OS-6887;3.7;424278
OS-6888;3.7;665001
OS-6889;3.7;461318
OS-6890;3.7;507108
OS-6891;3.7;393040
OS-6892;3.7;435772
OS-6893;3.7;383326
OS-6894;3.7;655546
OS-6895;3.7;498899
OS-6896;3.7;441250
OS-6897;3.7;425393
OS-6898;3.7;444486
OS-6899;3.7;569420
OS-6900;3.7;569990
OS-6901;3.7;666167
OS-6902;3.71;333275
OS-6903;3.71;297739
OS-6904;3.72;461522
OS-6905;3.72;302450
OS-6906;3.72;489999
OS-6907;3.73;321990
OS-6908;3.73;306990
OS-6909;3.73;424989
OS-6910;3.73;424989
OS-6911;3.73;424989
OS-6912;3.73;404256
OS-6913;3.73;489910
OS-6914;3.74;505339
OS-6915;3.74;850394
OS-6916;3.75;7851734
OS-6917;3.75;475436
OS-6918;3.75;406738
OS-6919;3.75;292491
OS-6920;3.75;388877
OS-6921;3.75;301058
OS-6922;3.76;496188
OS-6923;3.77;1584262
OS-6924;3.77;577412
OS-6925;3.78;595196
OS-6926;3.78;305096
OS-6927;3.78;547957
OS-6928;3.79;979959
OS-6929;3.8;484990
OS-6930;3.8;460302
OS-6931;3.8;441252
OS-6932;3.8;594407
OS-6933;3.8;597506
OS-6934;3.8;324990
OS-6935;3.8;398698
OS-6936;3.8;525409
OS-6937;3.8;525409
OS-6938;3.8;525409
OS-6939;3.8;430001
OS-6940;3.8;714347
OS-6941;3.8;288087
OS-6942;3.81;1023615
OS-6943;3.81;361881
OS-6944;3.83;570000
OS-6945;3.83;368968
OS-6946;3.84;902633
OS-6947;3.84;399990
OS-6948;3.86;449238
OS-6949;3.87;665001
OS-6950;3.87;610252
OS-6951;3.89;623389
OS-6952;3.9;431861
OS-6953;3.9;340000
OS-6954;3.9;265491
OS-6955;3.9;343296
OS-6956;3.91;422931
OS-6957;3.92;605756
OS-6958;3.92;389990
OS-6959;3.94;519120
OS-6960;3.96;490225
OS-6961;3.96;449033
OS-6962;3.96;891079
OS-6963;3.98;436491
OS-6964;3.99;484990
OS-6965;3.99;569990
OS-6966;3.99;1191241
OS-6967;3.99;1641548
OS-6968;3.99;1269560
OS-6969;3.99;466091
OS-6970;4;6780631
OS-6971;4;1210898
OS-6972;4;624375
OS-6973;4;4654426
OS-6974;4;621317
OS-6975;4;623637
OS-6976;4;624686
OS-6977;4;567291
OS-6978;4;602433
OS-6979;4;623389
OS-6980;4;627294
OS-6981;4;627756
OS-6982;4;524821
OS-6983;4;440663
OS-6984;4;294989
OS-6985;4;601481
OS-6986;4;623389
OS-6987;4;620476
OS-6988;4;620476
OS-6989;4;567144
OS-6990;4;526939
OS-6991;4;627661
OS-6992;4;631186
OS-6993;4;623389
OS-6994;4;261800
OS-6995;4;620476
OS-6996;4;620476
OS-6997;4;618733
OS-6998;4;623389
OS-6999;4;620852
OS-7000;4;606228
OS-7001;4;610875
OS-7002;4;905701
OS-7003;4;626072
OS-7004;4;628094
OS-7005;4;620771
OS-7006;4;520783
OS-7007;4;261800
OS-7008;4;621285
OS-7009;4;627051
OS-7010;4;627580
OS-7011;4;620771
OS-7012;4;704773
OS-7013;4;615155
OS-7014;4;620771
OS-7015;4;617164
OS-7016;4;608779
OS-7017;4;261800
OS-7018;4;585309
OS-7019;4;623389
OS-7020;4;623389
OS-7021;4;619489
OS-7022;4;933436
OS-7023;4;606865
OS-7024;4;623389
OS-7025;4;485275
OS-7026;4;273333
OS-7027;4;604706
OS-7028;4;511455
OS-7029;4;493936
OS-7030;4;494062
OS-7031;4;607737
OS-7032;4;585036
OS-7033;4;696799
OS-7034;4;607737
OS-7035;4;526330
OS-7036;4;420751
OS-7037;4;607737
OS-7038;4;511455
OS-7039;4;585037
OS-7040;4;719811
OS-7041;4;614775
OS-7042;4;1485465
OS-7043;4;536421
OS-7044;4;631858
OS-7045;4;631858
OS-7046;4;581411
OS-7047;4;616042
OS-7048;4;1170074
OS-7049;4;609968
OS-7050;4;609968
OS-7051;4;608226
OS-7052;4;623389
OS-7053;4;503430
OS-7054;4;614173
OS-7055;4;556279
OS-7056;4;453748
OS-7057;4;558529
OS-7058;4;1749534
OS-7059;4;2094812
OS-7060;4;631000
OS-7061;4;607132
OS-7062;4;488952
OS-7063;4;623389
OS-7064;4;610437
OS-7065;4;610702
OS-7066;4;552929
OS-7067;4;6155302
OS-7068;4;611392
OS-7069;4;611016
OS-7070;4;438400
OS-7071;4;611016
OS-7072;4;611016
OS-7073;4;611016
OS-7074;4;585037
OS-7075;4;848588
OS-7076;4;609783
OS-7077;4;605956
OS-7078;4;611311
OS-7079;4;611311
OS-7080;4;611311
OS-7081;4;609783
OS-7082;4;611130
OS-7083;4;609783
OS-7084;4;611825
OS-7085;4;530420
OS-7086;4;621575
OS-7087;4;611825
OS-7088;4;611464
OS-7089;4;257040
OS-7090;4;612198
OS-7091;4;585037
OS-7092;4;610415
OS-7093;4;585037
OS-7094;4;616938
OS-7095;4;609373
OS-7096;4;572306
OS-7097;4;526984
OS-7098;4;623389
OS-7099;4;585037
OS-7100;4;609373
OS-7101;4;511582
OS-7102;4;511582
OS-7103;4;552637
OS-7104;4;552637
OS-7105;4;263583
OS-7106;4;559556
OS-7107;4;607864
OS-7108;4;616832
OS-7109;4;526457
OS-7110;4;607864
OS-7111;4;526457
OS-7112;4;623389
OS-7113;4;607864
OS-7114;4;1529465
OS-7115;4;485402
OS-7116;4;1181724
OS-7117;4;596388
OS-7118;4;608398
OS-7119;4;607507
OS-7120;4;634775
OS-7121;4;543755
OS-7122;4;526100
OS-7123;4;625028
OS-7124;4;610744
OS-7125;4;610744
OS-7126;4;563447
OS-7127;4;617553
OS-7128;4;555517
OS-7129;4;555517
OS-7130;4;610744
OS-7131;4;611635
OS-7132;4;547496
OS-7133;4;610744
OS-7134;4;529349
OS-7135;4;456854
OS-7136;4;610744
OS-7137;4;610744
OS-7138;4;623389
OS-7139;4;436651
OS-7140;4;553374
OS-7141;4;585037
OS-7142;4;607400
OS-7143;4;631200
OS-7144;4;485600
OS-7145;4;838626
OS-7146;4;626474
OS-7147;4;553695
OS-7148;4;608922
OS-7149;4;374990
OS-7150;4;608922
OS-7151;4;585037
OS-7152;4;623389
OS-7153;4;270946
OS-7154;4;631000
OS-7155;4;623389
OS-7156;4;527515
OS-7157;4;527515
OS-7158;4;527527
OS-7159;4;608922
OS-7160;4;6787060
OS-7161;4;575991
OS-7162;4;608922
OS-7163;4;571150
OS-7164;4;608922
OS-7165;4;608922
OS-7166;4;608922
OS-7167;4;551116
OS-7168;4;501190
OS-7169;4;623389
OS-7170;4;608917
OS-7171;4;553690
OS-7172;4;376936
OS-7173;4;608917
OS-7174;4;553690
OS-7175;4;608917
OS-7176;4;623389
OS-7177;4;608917
OS-7178;4;608917
OS-7179;4;527510
OS-7180;4;608917
OS-7181;4;623389
OS-7182;4;609970
OS-7183;4;611280
OS-7184;4;734899
OS-7185;4;585037
OS-7186;4;608917
OS-7187;4;553690
OS-7188;4;608917
OS-7189;4;608917
OS-7190;4;608917
OS-7191;4;626959
OS-7192;4;623389
OS-7193;4;623389
OS-7194;4;608917
OS-7195;4;623389
OS-7196;4;608917
OS-7197;4;553690
OS-7198;4;553690
OS-7199;4;1171645
OS-7200;4;486812
OS-7201;4;621147
OS-7202;4;568219
OS-7203;4;608917
OS-7204;4;607265
OS-7205;4;377117
OS-7206;4;552039
OS-7207;4;607265
OS-7208;4;539040
OS-7209;4;552039
OS-7210;4;552039
OS-7211;4;552039
OS-7212;4;606237
OS-7213;4;510132
OS-7214;4;730283
OS-7215;4;470382
OS-7216;4;607025
OS-7217;4;606237
OS-7218;4;623389
OS-7219;4;631000
OS-7220;4;551010
OS-7221;4;551010
OS-7222;4;484132
OS-7223;4;567903
OS-7224;4;551010
OS-7225;4;614785
OS-7226;4;463851
OS-7227;4;606232
OS-7228;4;623389
OS-7229;4;606232
OS-7230;4;623389
OS-7231;4;565534
OS-7232;4;559553
OS-7233;4;382893
OS-7234;4;623389
OS-7235;4;3314983
OS-7236;4;611520
OS-7237;4;569990
OS-7238;4;611520
OS-7239;4;549787
OS-7240;4;631000
OS-7241;4;623389
OS-7242;4;606237
OS-7243;4;606237
OS-7244;4;551010
OS-7245;4;606237
OS-7246;4;568224
OS-7247;4;608922
OS-7248;4;608922
OS-7249;4;540468
OS-7250;4;553695
OS-7251;4;553695
OS-7252;4;553851
OS-7253;4;553695
OS-7254;4;552478
OS-7255;4;608922
OS-7256;4;608922
OS-7257;4;608922
OS-7258;4;553695
OS-7259;4;481549
OS-7260;4;512997
OS-7261;4;609710
OS-7262;4;611285
OS-7263;4;492585
OS-7264;4;608103
OS-7265;4;553695
OS-7266;4;585037
OS-7267;4;648995
OS-7268;4;608922
OS-7269;4;608922
OS-7270;4;512997
OS-7271;4;608917
OS-7272;4;618811
OS-7273;4;610080
OS-7274;4;610441
OS-7275;4;556248
OS-7276;4;610080
OS-7277;4;610441
OS-7278;4;610441
OS-7279;4;611113
OS-7280;4;687196
OS-7281;4;579336
OS-7282;4;615755
OS-7283;4;559313
OS-7284;4;615755
OS-7285;4;608157
OS-7286;4;608157
OS-7287;4;261800
OS-7288;4;608157
OS-7289;4;551713
OS-7290;4;606232
OS-7291;4;606232
OS-7292;4;606232
OS-7293;4;511328
OS-7294;4;646306
OS-7295;4;335205
OS-7296;4;606232
OS-7297;4;617397
OS-7298;4;631000
OS-7299;4;567391
OS-7300;4;1250056
OS-7301;4;1202234
OS-7302;4;616515
OS-7303;4;648990
OS-7304;4;554478
OS-7305;4;608917
OS-7306;4;623389
OS-7307;4;612154
OS-7308;4;612154
OS-7309;4;616581
OS-7310;4;612154
OS-7311;4;556709
OS-7312;4;556927
OS-7313;4;556927
OS-7314;4;612154
OS-7315;4;631000
OS-7316;4;612154
OS-7317;4;612154
OS-7318;4;631000
OS-7319;4;652227
OS-7320;4;631000
OS-7321;4;671392
OS-7322;4;631000
OS-7323;4;631000
OS-7324;4;585037
OS-7325;4;593764
OS-7326;4;615726
OS-7327;4;554478
OS-7328;4;655799
OS-7329;4;556054
OS-7330;4;553690
OS-7331;4;1078873
OS-7332;4;617723
OS-7333;4;602498
OS-7334;4;1264479
OS-7335;4;553430
OS-7336;4;552424
OS-7337;4;610261
OS-7338;4;647761
OS-7339;4;555034
OS-7340;4;562287
OS-7341;4;585037
OS-7342;4;553975
OS-7343;4;649275
OS-7344;4;558653
OS-7345;4;487097
OS-7346;4;487097
OS-7347;4;609201
OS-7348;4;553975
OS-7349;4;607869
OS-7350;4;607869
OS-7351;4;647941
OS-7352;4;810445
OS-7353;4;585037
OS-7354;4;607869
OS-7355;4;261800
OS-7356;4;631598
OS-7357;4;261800
OS-7358;4;654197
OS-7359;4;654197
OS-7360;4;552642
OS-7361;4;607869
OS-7362;4;552642
OS-7363;4;552642
OS-7364;4;607869
OS-7365;4;607869
OS-7366;4;213343
OS-7367;4;608917
OS-7368;4;386211
OS-7369;4;608917
OS-7370;4;608917
OS-7371;4;837117
OS-7372;4;623389
OS-7373;4;553690
OS-7374;4;551301
OS-7375;4;607869
OS-7376;4;608120
OS-7377;4;631000
OS-7378;4;443170
OS-7379;4;607869
OS-7380;4;495158
OS-7381;4;509250
OS-7382;4;607869
OS-7383;4;744839
OS-7384;4;608656
OS-7385;4;607507
OS-7386;4;607869
OS-7387;4;485764
OS-7388;4;726386
OS-7389;4;549786
OS-7390;4;512101
OS-7391;4;631000
OS-7392;4;631000
OS-7393;4;607869
OS-7394;4;607869
OS-7395;4;272510
OS-7396;4;607869
OS-7397;4;613762
OS-7398;4;553611
OS-7399;4;607869
OS-7400;4;623389
OS-7401;4;631000
OS-7402;4;607869
OS-7403;4;607869
OS-7404;4;607869
OS-7405;4;631000
OS-7406;4;511944
OS-7407;4;616581
OS-7408;4;623389
OS-7409;4;610597
OS-7410;4;619015
OS-7411;4;545610
OS-7412;4;605647
OS-7413;4;585037
OS-7414;4;645358
OS-7415;4;607283
OS-7416;4;552173
OS-7417;4;552173
OS-7418;4;607869
OS-7419;4;874107
OS-7420;4;552642
OS-7421;4;552173
OS-7422;4;552173
OS-7423;4;608859
OS-7424;4;631000
OS-7425;4;262853
OS-7426;4;608071
OS-7427;4;605285
OS-7428;4;400899
OS-7429;4;552173
OS-7430;4;607283
OS-7431;4;623389
OS-7432;4;810445
OS-7433;4;201491
OS-7434;4;623389
OS-7435;4;607283
OS-7436;4;607283
OS-7437;4;613538
OS-7438;4;664191
OS-7439;4;614092
OS-7440;4;552173
OS-7441;4;607283
OS-7442;4;616359
OS-7443;4;552173
OS-7444;4;552173
OS-7445;4;631000
OS-7446;4;631000
OS-7447;4;607422
OS-7448;4;574475
OS-7449;4;261800
OS-7450;4;607422
OS-7451;4;485318
OS-7452;4;486954
OS-7453;4;612631
OS-7454;4;261800
OS-7455;4;261800
OS-7456;4;261800
OS-7457;4;261800
OS-7458;4;493071
OS-7459;4;609297
OS-7460;4;609297
OS-7461;4;609297
OS-7462;4;609297
OS-7463;4;649370
OS-7464;4;554384
OS-7465;4;261800
OS-7466;4;609611
OS-7467;4;609611
OS-7468;4;1219222
OS-7469;4;609611
OS-7470;4;556747
OS-7471;4;554760
OS-7472;4;609987
OS-7473;4;609987
OS-7474;4;451937
OS-7475;4;608201
OS-7476;4;608201
OS-7477;4;608201
OS-7478;4;608201
OS-7479;4;1713207
OS-7480;4;555193
OS-7481;4;555193
OS-7482;4;607496
OS-7483;4;607496
OS-7484;4;607496
OS-7485;4;607496
OS-7486;4;622600
OS-7487;4;631000
OS-7488;4;613570
OS-7489;4;639989
OS-7490;4;485862
OS-7491;4;631000
OS-7492;4;612237
OS-7493;4;572327
OS-7494;4;612237
OS-7495;4;612237
OS-7496;4;649227
OS-7497;4;612237
OS-7498;4;665001
OS-7499;4;1224474
OS-7500;4;1298454
OS-7501;4;261800
OS-7502;4;490623
OS-7503;4;852267
OS-7504;4;2189320
OS-7505;4;612237
OS-7506;4;557501
OS-7507;4;594491
OS-7508;4;594491
OS-7509;4;613942
OS-7510;4;650932
OS-7511;4;613942
OS-7512;4;1199961
OS-7513;4;594491
OS-7514;4;594491
OS-7515;4;594491
OS-7516;4;613942
OS-7517;4;613942
OS-7518;4;519661
OS-7519;4;623389
OS-7520;4;613942
OS-7521;4;612650
OS-7522;4;613942
OS-7523;4;615151
OS-7524;4;613942
OS-7525;4;613942
OS-7526;4;614913
OS-7527;4;616581
OS-7528;4;557320
OS-7529;4;645220
OS-7530;4;608050
OS-7531;4;608230
OS-7532;4;606166
OS-7533;4;556826
OS-7534;4;613762
OS-7535;4;614304
OS-7536;4;614304
OS-7537;4;1900278
OS-7538;4;614485
OS-7539;4;261800
OS-7540;4;649229
OS-7541;4;261800
OS-7542;4;651113
OS-7543;4;651475
OS-7544;4;517164
OS-7545;4;416881
OS-7546;4;608230
OS-7547;4;614304
OS-7548;4;484491
OS-7549;4;261800
OS-7550;4;517345
OS-7551;4;608656
OS-7552;4;261800
OS-7553;4;669693
OS-7554;4;631000
OS-7555;4;485764
OS-7556;4;490623
OS-7557;4;557501
OS-7558;4;489125
OS-7559;4;617179
OS-7560;4;618723
OS-7561;4;560738
OS-7562;4;617179
OS-7563;4;618723
OS-7564;4;617179
OS-7565;4;617179
OS-7566;4;617179
OS-7567;4;617179
OS-7568;4;261800
OS-7569;4;616370
OS-7570;4;613942
OS-7571;4;817569
OS-7572;4;613942
OS-7573;4;613942
OS-7574;4;613942
OS-7575;4;613942
OS-7576;4;261800
OS-7577;4;613942
OS-7578;4;555864
OS-7579;4;555864
OS-7580;4;571608
OS-7581;4;592854
OS-7582;4;294790
OS-7583;4;612306
OS-7584;4;613947
OS-7585;4;617414
OS-7586;4;651986
OS-7587;4;616062
OS-7588;4;608922
OS-7589;4;614996
OS-7590;4;608917
OS-7591;4;614996
OS-7592;4;558554
OS-7593;4;614996
OS-7594;4;635525
OS-7595;4;525409
OS-7596;4;608411
OS-7597;4;257040
OS-7598;4;614996
OS-7599;4;665001
OS-7600;4;613359
OS-7601;4;649120
OS-7602;4;231336
OS-7603;4;606919
OS-7604;4;611949
OS-7605;4;555507
OS-7606;4.01;616581
OS-7607;4.01;548979
OS-7608;4.05;484491
OS-7609;4.05;265735
OS-7610;4.06;436491
OS-7611;4.07;521672
OS-7612;4.08;948941
OS-7613;4.08;459209
OS-7614;4.09;517439
OS-7615;4.09;577194
OS-7616;4.09;446287
OS-7617;4.09;620151
OS-7618;4.1;507642
OS-7619;4.1;631000
OS-7620;4.11;484989
OS-7621;4.14;461807
OS-7622;4.15;485507
OS-7623;4.15;623389
OS-7624;4.17;469166
OS-7625;4.19;495874
OS-7626;4.19;417732
OS-7627;4.19;461274
OS-7628;4.19;449174
OS-7629;4.2;484990
OS-7630;4.2;735740
OS-7631;4.2;610771
OS-7632;4.2;669151
OS-7633;4.2;472491
OS-7634;4.2;588849
OS-7635;4.2;631000
OS-7636;4.2;797890
OS-7637;4.2;422249
OS-7638;4.2;631000
OS-7639;4.2;422256
OS-7640;4.2;631000
OS-7641;4.21;631000
OS-7642;4.21;631000
OS-7643;4.21;441809
OS-7644;4.22;355482
OS-7645;4.22;623389
OS-7646;4.22;721664
OS-7647;4.24;623389
OS-7648;4.24;631000
OS-7649;4.25;748128
OS-7650;4.26;414990
OS-7651;4.27;468196
OS-7652;4.28;649080
OS-7653;4.28;627069
OS-7654;4.28;578990
OS-7655;4.29;583075
OS-7656;4.29;437406
OS-7657;4.3;494008
OS-7658;4.3;487191
OS-7659;4.3;1685974
OS-7660;4.3;631000
OS-7661;4.3;656224
OS-7662;4.3;446837
OS-7663;4.3;665001
OS-7664;4.3;566251
OS-7665;4.3;631000
OS-7666;4.3;631000
OS-7667;4.3;1509498
OS-7668;4.3;398053
OS-7669;4.3;810177
OS-7670;4.3;412866
OS-7671;4.32;631000
OS-7672;4.33;490311
OS-7673;4.34;478173
OS-7674;4.35;529636
OS-7675;4.35;631000
OS-7676;4.35;844973
OS-7677;4.36;552665
OS-7678;4.36;631000
OS-7679;4.36;469166
OS-7680;4.37;475791
OS-7681;4.37;631000
OS-7682;4.37;693912
OS-7683;4.38;417601
OS-7684;4.39;828745
OS-7685;4.39;433139
OS-7686;4.4;1086018
OS-7687;4.4;556542
OS-7688;4.41;523062
OS-7689;4.42;402686
OS-7690;4.44;473740
OS-7691;4.44;436491
OS-7692;4.45;484999
OS-7693;4.45;436491
OS-7694;4.45;412241
OS-7695;4.45;435791
OS-7696;4.45;484989
OS-7697;4.46;632072
OS-7698;4.46;449318
OS-7699;4.46;457304
OS-7700;4.46;436491
OS-7701;4.46;448100
OS-7702;4.46;448100
OS-7703;4.46;446352
OS-7704;4.46;710017
OS-7705;4.48;453659
OS-7706;4.48;484989
OS-7707;4.5;715402
OS-7708;4.5;879809
OS-7709;4.5;1017630
OS-7710;4.5;800568
OS-7711;4.5;882722
OS-7712;4.5;789065
OS-7713;4.5;852714
OS-7714;4.5;844655
OS-7715;4.5;805637
OS-7716;4.5;809308
OS-7717;4.5;874774
OS-7718;4.5;786296
OS-7719;4.5;853228
OS-7720;4.5;882723
OS-7721;4.5;709277
OS-7722;4.5;500000
OS-7723;4.5;785267
OS-7724;4.5;741228
OS-7725;4.5;882722
OS-7726;4.5;732945
OS-7727;4.5;852313
OS-7728;4.5;767477
OS-7729;4.5;732063
OS-7730;4.5;782561
OS-7731;4.5;786903
OS-7732;4.5;882722
OS-7733;4.5;776078
OS-7734;4.5;788331
OS-7735;4.5;744277
OS-7736;4.5;797126
OS-7737;4.5;611065
OS-7738;4.5;734483
OS-7739;4.5;882723
OS-7740;4.5;2115525
OS-7741;4.5;487063
OS-7742;4.5;741420
OS-7743;4.5;1757476
OS-7744;4.5;725288
OS-7745;4.5;786546
OS-7746;4.5;699202
OS-7747;4.5;807896
OS-7748;4.5;766121
OS-7749;4.5;757621
OS-7750;4.5;728168
OS-7751;4.5;1025152
OS-7752;4.5;1877984
OS-7753;4.5;774402
OS-7754;4.5;755799
OS-7755;4.5;787961
OS-7756;4.5;703471
OS-7757;4.5;776788
OS-7758;4.5;853366
OS-7759;4.5;755794
OS-7760;4.5;1492903
OS-7761;4.5;853366
OS-7762;4.5;835940
OS-7763;4.5;911715
OS-7764;4.5;755794
OS-7765;4.5;851729
OS-7766;4.5;728019
OS-7767;4.5;813116
OS-7768;4.5;743051
OS-7769;4.5;844533
OS-7770;4.5;744578
OS-7771;4.5;755214
OS-7772;4.5;865488
OS-7773;4.5;709165
OS-7774;4.5;733650
OS-7775;4.5;745787
OS-7776;4.5;785271
OS-7777;4.5;471125
OS-7778;4.5;875597
OS-7779;4.5;785271
OS-7780;4.5;701781
OS-7781;4.5;744573
OS-7782;4.5;746988
OS-7783;4.5;755501
OS-7784;4.5;585036
OS-7785;4.5;799104
OS-7786;4.5;759031
OS-7787;4.5;733941
OS-7788;4.5;870440
OS-7789;4.5;783613
OS-7790;4.5;754746
OS-7791;4.5;868412
OS-7792;4.5;743824
OS-7793;4.5;771169
OS-7794;4.5;794819
OS-7795;4.5;769715
OS-7796;4.5;888179
OS-7797;4.5;793926
OS-7798;4.5;742491
OS-7799;4.5;1392813
OS-7800;4.5;742491
OS-7801;4.5;803862
OS-7802;4.5;764342
OS-7803;4.5;786908
OS-7804;4.5;485000
OS-7805;4.5;744573
OS-7806;4.5;695083
OS-7807;4.5;861997
OS-7808;4.5;441971
OS-7809;4.5;715476
OS-7810;4.5;828409
OS-7811;4.5;788650
OS-7812;4.5;813361
OS-7813;4.5;748328
OS-7814;4.5;789026
OS-7815;4.5;710342
OS-7816;4.5;787240
OS-7817;4.5;485002
OS-7818;4.5;748058
OS-7819;4.5;797643
OS-7820;4.5;836962
OS-7821;4.5;945323
OS-7822;4.5;744268
OS-7823;4.5;858735
OS-7824;4.5;868648
OS-7825;4.5;744268
OS-7826;4.5;1070989
OS-7827;4.5;745054
OS-7828;4.5;818248
OS-7829;4.5;497747
OS-7830;4.5;763384
OS-7831;4.5;744266
OS-7832;4.5;1006764
OS-7833;4.5;720376
OS-7834;4.5;792620
OS-7835;4.5;744266
OS-7836;4.5;792981
OS-7837;4.5;637127
OS-7838;4.5;738966
OS-7839;4.5;759602
OS-7840;4.5;792981
OS-7841;4.5;819469
OS-7842;4.5;792981
OS-7843;4.5;771798
OS-7844;4.5;756631
OS-7845;4.5;753337
OS-7846;4.5;694874
OS-7847;4.51;481999
OS-7848;4.53;437681
OS-7849;4.53;436490
OS-7850;4.53;484989
OS-7851;4.53;436490
OS-7852;4.53;398792
OS-7853;4.54;484990
OS-7854;4.54;734394
OS-7855;4.54;392877
OS-7856;4.54;433143
OS-7857;4.56;751215
OS-7858;4.58;438151
OS-7859;4.58;433847
OS-7860;4.59;497090
OS-7861;4.59;1880995
OS-7862;4.6;480754
OS-7863;4.6;534054
OS-7864;4.6;436491
OS-7865;4.6;749900
OS-7866;4.6;873092
OS-7867;4.6;854616
OS-7868;4.62;411313
OS-7869;4.62;484989
OS-7870;4.62;387991
OS-7871;4.63;710992
OS-7872;4.63;471367
OS-7873;4.64;549999
OS-7874;4.64;461274
OS-7875;4.64;449174
OS-7876;4.64;729115
OS-7877;4.66;528001
OS-7878;4.69;631000
OS-7879;4.7;1181724
OS-7880;4.7;1148843
OS-7881;4.7;543397
OS-7882;4.7;660694
OS-7883;4.7;823363
OS-7884;4.7;844166
OS-7885;4.71;435991
OS-7886;4.72;607094
OS-7887;4.74;448100
OS-7888;4.75;879637
OS-7889;4.76;714990
OS-7890;4.76;660588
OS-7891;4.76;454413
OS-7892;4.76;493184
OS-7893;4.77;448100
OS-7894;4.77;457036
OS-7895;4.77;470000
OS-7896;4.78;1915479
OS-7897;4.78;436491
OS-7898;4.78;511028
OS-7899;4.8;1261573
OS-7900;4.8;4471643
OS-7901;4.8;945768
OS-7902;4.8;484990
OS-7903;4.8;448100
OS-7904;4.8;484990
OS-7905;4.8;746260
OS-7906;4.8;814454
OS-7907;4.8;871367
OS-7908;4.8;1047966
OS-7909;4.8;1421143
OS-7910;4.8;437223
OS-7911;4.8;360956
OS-7912;4.8;441658
OS-7913;4.8;484990
OS-7914;4.8;484989
OS-7915;4.8;569990
OS-7916;4.8;876722
OS-7917;4.8;458829
OS-7918;4.8;436490
OS-7919;4.82;544294
OS-7920;4.83;477703
OS-7921;4.84;632931
OS-7922;4.84;1065286
OS-7923;4.85;473731
OS-7924;4.85;485919
OS-7925;4.86;582891
OS-7926;4.88;727987
OS-7927;4.88;436490
OS-7928;4.89;490731
OS-7929;4.89;490731
OS-7930;4.9;635371
OS-7931;4.9;447302
OS-7932;4.9;436491
OS-7933;4.9;531504
OS-7934;4.9;385747
OS-7935;4.9;911715
OS-7936;4.9;682582
OS-7937;4.9;631000
OS-7938;4.91;500000
OS-7939;4.92;448100
OS-7940;4.92;404256
OS-7941;4.93;535490
OS-7942;4.93;488633
OS-7943;4.95;497890
OS-7944;4.95;569999
OS-7945;4.95;446169
OS-7946;4.95;1047701
OS-7947;4.96;666981
OS-7948;4.97;595087
OS-7949;4.98;504980
OS-7950;4.98;484990
OS-7951;5;950000
OS-7952;5;251864
OS-7953;5;653776
OS-7954;5;327250
OS-7955;5;2146790
OS-7956;5;337960
